YYMMDDHHMI,STN,WD,WS,GST,VS,RVR1,RVR2,WC,CA,CA1,CT1,CH1,CA2,CT2,CH2,CA3,CT3,CH3,CA4,CT4,CH4,TA,TD,HM,PA,PS,RN
202401071000,113,320,14,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.0,-11.7,5.1,1027.9,1028.8,-9.0
202401071100,113,320,16,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.8,-11.5,5.1,1028.0,1028.9,-9.0
202401071200,113,320,14,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.8,-11.9,5.0,1028.1,1029.0,-9.0
202401071300,113,300,14,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.1,-10.6,5.2,1027.3,1028.2,-9.0
202401071400,113,300,14,-9,10000,-9,-9,-9,1,1,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.5,-12.8,4.5,1027.1,1028.0,-9.0
202401071500,113,310,15,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.7,-13.1,4.5,1027.1,1028.0,-9.0
202401071600,113,310,13,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.9,-13.3,4.5,1027.3,1028.2,-9.0
202401071700,113,320,13,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-4.0,-13.3,4.9,1027.4,1028.3,-9.0
202401071800,113,310,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-4.6,-13.0,5.2,1027.9,1028.8,-9.0
202401071900,113,320,12,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-5.2,-13.8,5.1,1028.4,1029.3,-9.0
202401072000,113,330,13,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-5.9,-13.5,5.5,1028.6,1029.5,-9.0
202401072100,113,340,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6.4,-14.1,5.4,1029.6,1030.5,-9.0
202401072200,113,350,13,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6.7,-15.1,5.1,1029.1,1030.0,-9.0
202401072300,113,360,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6.8,-14.5,5.4,1029.4,1030.3,-9.0
202401080000,113,350,9,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.3,-14.7,5.6,1029.0,1029.9,-9.0
202401080100,113,350,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.4,-14.6,5.6,1029.0,1029.9,-9.0
202401080200,113,10,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.3,-14.6,5.6,1029.0,1029.9,-9.0
202401080300,113,350,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.7,-14.3,5.9,1029.2,1030.1,-9.0
202401080400,113,10,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.8,-14.6,5.8,1028.8,1029.7,-9.0
202401080500,113,100,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8.7,-15.2,5.9,1028.5,1029.4,-9.0
202401080600,113,80,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8.6,-15.2,5.9,1028.4,1029.3,-9.0
202401080700,113,90,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8.6,-14.4,6.3,1028.8,1029.7,-9.0
202401080800,113,80,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8.5,-14.5,6.2,1028.7,1029.6,-9.0
202401080900,113,50,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-7.0,-13.8,5.8,1028.9,1029.8,-9.0
202401081000,113,110,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-5.0,-13.2,5.3,1029.1,1030.0,-9.0
202401081100,113,150,4,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.9,-11.8,5.4,1029.1,1030.0,-9.0
202401081200,113,150,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.0,-11.2,5.3,1028.1,1029.0,-9.0
202401081300,113,170,3,-9,10000,-9,-9,-9,2,2,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.7,-10.5,5.1,1027.3,1028.2,-9.0
202401081400,113,180,4,-9,10000,-9,-9,-9,4,4,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.0,-10.1,5.4,1026.8,1027.6,-9.0
202401081500,113,150,4,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.6,-8.6,5.9,1026.0,1026.9,-9.0
202401081600,113,140,3,-9,10000,-9,-9,-9,3,3,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.8,-8.3,6.1,1025.6,1026.5,-9.0
202401081700,113,140,5,-9,10000,-9,-9,-9,4,4,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.5,-7.9,6.6,1025.6,1026.5,-9.0
202401081800,113,130,5,-9,10000,-9,-9,-9,5,3,6,3000,5,0,20000,-9,-9,-9,-9,-9,-9,-2.6,-7.6,6.8,1025.5,1026.4,-9.0
202401081900,113,130,5,-9,10000,-9,-9,-9,3,1,6,3000,3,0,20000,-9,-9,-9,-9,-9,-9,-2.4,-7.2,7.0,1025.1,1026.0,-9.0
202401082000,113,120,5,-9,10000,-9,-9,-9,5,5,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.6,-6.4,7.0,1024.7,1025.6,-9.0
202401082100,113,140,8,-9,10000,-9,-9,-9,6,6,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.3,-6.9,6.6,1024.4,1025.3,-9.0
202401082200,113,150,7,-9,10000,-9,-9,-9,6,6,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.8,-7.1,6.7,1023.9,1024.8,-9.0
202401082300,113,150,6,-9,10000,-9,-9,-9,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.6,-6.8,6.8,1023.9,1024.8,-9.0
202401090000,113,100,6,-9,10000,-9,-9,-9,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.9,-6.6,6.5,1023.9,1024.8,-9.0
202401090100,113,110,6,-9,10000,-9,-9,-9,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.0,-7.1,6.3,1023.1,1024.0,-9.0
202401090200,113,130,7,-9,10000,-9,-9,-9,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.5,-6.6,6.4,1022.5,1023.4,-9.0
202401090300,113,150,8,-9,10000,-9,-9,-9,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.1,-4.4,7.3,1021.8,1022.7,-9.0
202401090400,113,150,6,-9,10000,-9,-9,-9,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,-3.9,7.5,1021.1,1022.0,-9.0
202401090500,113,160,8,-9,10000,-9,-9,70,7,7,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,-2.4,8.4,1020.4,1021.3,0.0
202401090600,113,150,8,-9,6000,-9,-9,71,7,4,7,1300,7,6,2500,-9,-9,-9,-9,-9,-9,-0.4,-3.1,8.2,1020.1,1021.0,0.0
202401090700,113,140,7,-9,5000,-9,-9,71,7,4,7,1000,7,6,2500,-9,-9,-9,-9,-9,-9,-0.5,-2.0,9.0,1019.9,1020.8,0.0
202401090800,113,120,7,-9,5000,-9,-9,71,7,4,7,1000,7,6,2000,-9,-9,-9,-9,-9,-9,-0.4,-1.7,9.1,1020.2,1021.1,0.1
202401090900,113,110,8,-9,4000,-9,-9,71,8,4,7,500,7,6,2000,8,5,6000,-9,-9,-9,-0.6,-1.7,9.2,1020.5,1021.3,0.1
202401091000,113,140,6,-9,7000,-9,-9,71,8,4,7,1000,7,6,3000,8,5,6000,-9,-9,-9,-0.4,-1.3,9.3,1020.5,1021.4,0.2
202401091100,113,130,5,-9,5000,-9,-9,71,8,4,7,1500,7,6,3000,8,5,6000,-9,-9,-9,-0.1,-1.1,9.3,1020.3,1021.2,0.2
202401091200,113,150,5,-9,6000,-9,-9,70,8,2,7,1500,7,6,3500,8,5,6000,-9,-9,-9,0.7,-0.6,9.1,1019.6,1020.4,0.2
202401091300,113,110,4,-9,3000,-9,-9,71,8,3,7,500,7,6,2500,8,5,6000,-9,-9,-9,0.3,-0.5,9.4,1018.5,1019.4,0.4
202401091400,113,80,5,-9,3500,-9,-9,71,8,4,7,500,7,6,3000,8,5,6000,-9,-9,-9,0.7,0.0,9.5,1017.8,1018.7,0.2
202401091500,113,60,4,-9,3000,-9,-9,10,8,4,7,500,7,6,3500,8,5,6000,-9,-9,-9,1.0,0.1,9.4,1017.9,1018.8,0.0
202401091600,113,40,7,-9,2000,-9,-9,68,8,5,7,500,7,6,3500,8,5,6000,-9,-9,-9,0.6,-0.2,9.4,1018.0,1018.9,0.0
202401091700,113,40,6,-9,3000,-9,-9,10,8,5,7,500,7,6,3500,8,5,6000,-9,-9,-9,0.5,-0.6,9.2,1018.3,1019.2,0.0
202401091800,113,60,3,-9,3000,-9,-9,10,8,2,7,1000,5,6,3500,8,5,6000,-9,-9,-9,0.5,-0.6,9.2,1018.3,1019.2,-9.0
202401091900,113,30,8,-9,3000,-9,-9,10,8,8,4,9000,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.5,-0.8,9.1,1018.6,1019.5,-9.0
202401092000,113,30,5,-9,3500,-9,-9,10,8,5,6,5500,8,4,7000,-9,-9,-9,-9,-9,-9,0.5,-0.8,9.1,1018.9,1019.7,-9.0
202401092100,113,350,1,-9,4000,-9,-9,10,8,8,4,9000,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,-1.5,9.0,1019.2,1020.1,-9.0
202401092200,113,350,1,-9,3500,-9,-9,10,8,8,4,8000,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,-1.1,9.2,1019.4,1020.3,-9.0
202401092300,113,340,5,-9,5000,-9,-9,10,3,3,3,10000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.3,-1.9,8.9,1019.4,1020.3,-9.0
202401100000,113,330,9,-9,5000,-9,-9,10,2,2,3,11000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.0,-3.2,8.5,1019.4,1020.3,-9.0
202401100100,113,320,9,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.1,-3.6,8.3,1019.3,1020.2,-9.0
202401100200,113,330,11,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.2,-4.1,8.1,1019.6,1020.5,-9.0
202401100300,113,340,9,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.5,-4.6,7.9,1019.9,1020.8,-9.0
202401100400,113,350,8,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.7,-5.2,7.7,1019.8,1020.7,-9.0
202401100500,113,330,8,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.3,-6.0,8.2,1019.9,1020.8,-9.0
202401100600,113,10,4,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.6,-5.5,8.0,1020.1,1020.9,-9.0
202401100700,113,20,4,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.9,-6.0,7.9,1020.2,1021.1,-9.0
202401100800,113,20,7,-9,6000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.1,-5.9,8.1,1021.1,1021.9,-9.0
202401100900,113,20,5,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.9,-5.5,8.2,1021.6,1022.5,-9.0
202401101000,113,40,6,-9,5000,-9,-9,10,1,1,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.0,-4.4,8.4,1022.2,1023.1,-9.0
202401101100,113,40,8,-9,5000,-9,-9,10,1,1,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.7,-4.0,8.5,1022.5,1023.4,-9.0
202401101200,113,20,3,-9,4000,-9,-9,10,1,1,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.9,-3.7,8.1,1021.8,1022.6,-9.0
202401101300,113,70,2,-9,4000,-9,-9,10,3,3,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.1,-3.4,7.7,1021.5,1022.4,-9.0
202401101400,113,30,2,-9,4000,-9,-9,10,3,3,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.4,-3.4,7.6,1021.3,1022.1,-9.0
202401101500,113,10,2,-9,4000,-9,-9,10,2,2,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.6,-3.3,7.0,1021.0,1021.9,-9.0
202401101600,113,320,2,-9,4000,-9,-9,10,1,1,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.2,-3.4,7.1,1021.4,1022.3,-9.0
202401101700,113,240,4,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.0,-3.3,7.8,1021.1,1022.0,-9.0
202401101800,113,230,4,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.3,-3.7,8.4,1021.8,1022.7,-9.0
202401101900,113,240,2,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.2,-3.7,8.3,1022.1,1023.0,-9.0
202401102000,113,210,3,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.3,-4.4,8.0,1021.9,1022.8,-9.0
202401102100,113,130,1,-9,3000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.2,-5.3,8.5,1021.9,1022.7,-9.0
202401102200,113,150,2,-9,3000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.1,-4.0,8.7,1021.6,1022.4,-9.0
202401102300,113,160,3,-9,3500,-9,-9,10,2,2,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.0,-3.6,8.9,1021.4,1022.3,-9.0
202401110000,113,150,4,-9,3500,-9,-9,10,3,3,7,1500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.7,-4.0,9.1,1021.5,1022.4,-9.0
202401110100,113,160,5,-9,3500,-9,-9,10,4,4,6,2000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-3.2,-4.8,8.9,1021.1,1022.0,-9.0
202401110200,113,150,5,-9,3000,-9,-9,10,2,2,7,1900,-9,-9,-9,-9,-9,-9,-9,-9,-9,-4.0,-5.2,9.1,1021.2,1022.1,-9.0
202401110300,113,170,2,-9,3000,-9,-9,10,3,2,7,1300,3,6,2500,-9,-9,-9,-9,-9,-9,-1.2,-3.0,8.7,1020.9,1021.8,-9.0
202401110400,113,180,2,-9,3000,-9,-9,10,3,1,7,1200,3,6,2500,-9,-9,-9,-9,-9,-9,-2.1,-3.8,8.8,1021.0,1021.9,-9.0
202401110500,113,110,4,-9,3500,-9,-9,10,6,6,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.0,-2.6,8.9,1020.8,1021.6,-9.0
202401110600,113,120,5,-9,3000,-9,-9,10,6,6,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.9,-2.7,8.8,1020.0,1020.8,-9.0
202401110700,113,140,6,-9,2500,-9,-9,10,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.9,-2.3,9.0,1019.8,1020.7,-9.0
202401110800,113,150,8,-9,2000,-9,-9,10,5,5,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.1,-2.3,9.2,1019.6,1020.5,-9.0
202401110900,113,150,7,-9,2000,-9,-9,10,5,5,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.3,-1.6,9.1,1019.7,1020.6,-9.0
202401111000,113,140,8,-9,2000,-9,-9,10,5,5,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.5,-1.2,8.9,1019.3,1020.2,-9.0
202401111100,113,140,8,-9,3000,-9,-9,10,5,5,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.1,-0.4,8.4,1018.7,1019.6,-9.0
202401111200,113,160,6,-9,4000,-9,-9,10,6,6,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.0,-0.5,7.2,1017.9,1018.8,-9.0
202401111300,113,250,12,-9,10000,-9,-9,-9,4,4,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.7,-1.1,6.2,1017.2,1018.1,-9.0
202401111400,113,230,11,-9,10000,-9,-9,-9,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.5,-1.3,6.1,1016.5,1017.4,-9.0
202401111500,113,220,9,-9,10000,-9,-9,-9,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.8,-0.1,6.6,1016.0,1016.8,-9.0
202401111600,113,230,10,-9,9000,-9,-9,5,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.9,0.4,6.8,1015.7,1016.6,-9.0
202401111700,113,240,9,-9,9000,-9,-9,5,6,6,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,5.6,0.8,7.1,1015.7,1016.5,-9.0
202401111800,113,240,6,-9,8000,-9,-9,5,6,6,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.9,0.7,8.0,1015.8,1016.6,-9.0
202401111900,113,260,4,-9,8000,-9,-9,10,7,7,6,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.8,1.4,8.4,1015.9,1016.8,-9.0
202401112000,113,250,6,-9,8000,-9,-9,10,7,7,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.1,1.4,8.3,1015.8,1016.7,-9.0
202401112100,113,250,6,-9,7000,-9,-9,10,3,3,6,2500,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.5,1.0,8.4,1015.9,1016.7,-9.0
202401112200,113,260,9,-9,6000,-9,-9,10,3,3,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.3,1.8,8.4,1015.8,1016.7,-9.0
202401112300,113,280,7,-9,5000,-9,-9,10,5,5,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.7,1.2,9.0,1016.0,1016.9,-9.0
202401120000,113,310,5,-9,5000,-9,-9,10,7,7,6,3500,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.9,0.0,8.1,1016.3,1017.2,-9.0
202401120100,113,290,6,-9,5000,-9,-9,10,3,3,6,3000,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.5,-0.8,8.5,1016.7,1017.6,-9.0
202401120200,113,320,8,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.6,-0.7,9.1,1017.1,1018.0,-9.0
202401120300,113,320,7,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.8,-1.0,8.8,1017.5,1018.4,-9.0
202401120400,113,340,7,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.3,-1.7,8.6,1017.5,1018.4,-9.0
202401120500,113,150,1,-9,3500,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.5,-1.9,9.1,1017.5,1018.4,-9.0
202401120600,113,330,3,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.2,-2.6,9.0,1017.9,1018.8,-9.0
202401120700,113,320,7,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.2,-3.2,8.0,1018.4,1019.3,-9.0
202401120800,113,310,7,-9,4000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.7,-3.3,8.3,1018.8,1019.7,-9.0
202401120900,113,320,7,-9,5000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.5,-3.5,7.5,1019.3,1020.2,-9.0
202401121000,113,320,9,-9,8000,-9,-9,10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.3,-3.5,7.1,1020.0,1020.9,-9.0
202401121100,113,320,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.4,-7.8,4.7,1020.0,1020.8,-9.0
202401121200,113,320,10,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.5,-9.1,4.2,1019.7,1020.6,-9.0
202401121300,113,320,14,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.7,-9.9,3.9,1019.5,1020.4,-9.0
202401121400,113,320,13,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.8,-8.7,4.3,1019.4,1020.3,-9.0
202401121500,113,320,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.2,-8.1,4.3,1019.5,1020.4,-9.0
202401121600,113,290,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.6,-8.9,4.2,1019.7,1020.6,-9.0
202401121700,113,260,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.0,-7.2,5.0,1020.0,1020.9,-9.0
202401121800,113,300,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.9,-6.7,5.7,1020.2,1021.0,-9.0
202401121900,113,290,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.5,-6.7,5.8,1020.7,1021.6,-9.0
202401122000,113,320,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.6,-8.0,5.2,1021.0,1021.9,-9.0
202401122100,113,320,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.0,-10.1,4.3,1021.2,1022.1,-9.0
202401122200,113,320,11,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.2,-10.4,4.5,1021.4,1022.3,-9.0
202401122300,113,320,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.7,-9.3,5.2,1021.7,1022.6,-9.0
202401130000,113,320,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.7,-9.9,5.0,1022.2,1023.1,-9.0
202401130100,113,320,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.0,-9.1,5.4,1022.1,1023.0,-9.0
202401130200,113,320,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.8,-10.0,5.4,1022.0,1022.9,-9.0
202401130300,113,310,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.1,-9.6,5.2,1022.2,1023.1,-9.0
202401130400,113,320,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.9,-9.0,6.3,1022.6,1023.5,-9.0
202401130500,113,320,8,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.0,-9.1,5.9,1022.9,1023.8,-9.0
202401130600,113,330,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-1.7,-7.7,6.4,1023.4,1024.3,-9.0
202401130700,113,360,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.7,-6.8,6.3,1024.6,1025.5,-9.0
202401130800,113,360,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-2.0,-10.4,5.3,1024.8,1025.7,-9.0
202401130900,113,360,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-0.5,-8.2,5.6,1025.3,1026.2,-9.0
202401131000,113,10,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1.2,-10.3,4.2,1025.9,1026.8,-9.0
202401131100,113,330,6,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.4,-11.8,3.4,1026.4,1027.3,-9.0
202401131200,113,10,3,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.5,-10.3,3.8,1026.0,1026.9,-9.0
202401131300,113,30,7,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.9,-11.5,3.4,1025.4,1026.3,-9.0
202401131400,113,30,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.5,-12.2,3.1,1025.0,1025.9,-9.0
202401131500,113,50,3,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,4.2,-11.8,3.0,1024.9,1025.8,-9.0
202401131600,113,210,6,-9,10000,-9,-9,-9,1,1,0,20000,-9,-9,-9,-9,-9,-9,-9,-9,-9,3.4,-8.4,4.2,1025.1,1026.0,-9.0
202401131700,113,240,5,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2.3,-8.9,4.3,1025.4,1026.3,-9.0
202401131800,113,280,2,-9,10000,-9,-9,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0.9,-10.5,4.2,1025.3,1026.2,-9.0
